name,material type,seating type,speed,height,length,num inversions,manufacturer,park,status
Lynet,Steel,Sit Down,80,20,540,2,Gerstlauer,Farup Sommerland,status.operating
Märchen Coaster,Steel,Sit Down,,,,0,Hoei Sangyo,Onokoro,status.closed.definitely
Mælkevejen,Steel,Sit Down,,,,0,Mack,Tivoli Gardens,status.announced
Maceraperest,Steel,Sit Down,,,,0,Intamin,Isfanbul,status.operating
Mad Classic,Steel,Sit Down,,,,0,na,Thrill Valley,status.closed.definitely
Mad Montanha,na,Sit Down,,20,600,,na,Ácqua Lokos,status.operating
Mad Mouse,Steel,Sit Down,,,,0,Sansei Yusoki,Expoland,status.closed.definitely
Mad Mouse,Steel,Sit Down,31,11,343,0,Sansei Yusoki,Fuji-Q Highland,status.operating
Mad Mouse,na,Spinning,,,,,Fabbri,M&D Scotland's Theme Park,status.operating
Mad Mouse,Steel,Sit Down,,21,387,0,Arrow,Michigan's Adventure,status.operating
Mad Mouse,Steel,Sit Down,,,,0,na,Ocean Beach Amusement Park,status.unknown
Mad Mouse,Steel,Sit Down,,,,0,Sansei Yusoki,Pleasure Garden,status.closed.definitely
Mad Mouse,Steel,Sit Down,,,,0,Allan Herschell Company,Quassy Amusement Park,status.closed.definitely
Mad Mouse,na,Sit Down,,,,,na,Rusutsu Resort,status.operating
Mad Mouse,Steel,Sit Down,,,,0,na,Tokushima Familyland,status.operating
Mad Mouse,Steel,Sit Down,,,,0,Fabbri,Tosselilla,status.operating
Mad Mouse,na,Sit Down,49,15,383,,Arrow,Valleyfair,status.operating
Madagascar Mad Pursuit,Steel,Sit Down,83,22,680,0,Gerstlauer,Motiongate,status.operating
Magic Carpet,na,Spinning,,,,,Golden Horse,Happy Valley Chengdu,status.operating
Magic Flyer,Steel,Sit Down,16,6,105,0,Bradley & Kaye,Six Flags Magic Mountain,status.operating
Magic Loop,na,Sit Down,,,,1,na,Interpark,status.operating
Magic Mountain,Steel,Sit Down,68,19,540,1,Top Fun,Foire,status.operating
Magic Mountain,Steel,Sit Down,,,,1,Top Fun,Magic World,status.closed.definitely
Magic Mountain,Steel,Sit Down,,,,0,S.D.C.,New Jesolandia,status.operating
Magic Mouse,na,Spinning,47,13,420,,Reverchon,Brean Leisure Park,status.operating
Magic Mouse,Steel,Spinning,43,11,310,0,SBF,Didiland,status.closed.definitely
Magic Mouse,na,Spinning,47,13,420,,Reverchon,Dreamland,status.operating
Magic Pomme,Steel,Sit Down,,,,0,Pinfari,Foire,status.unknown
Magic Pomme,na,Sit Down,,,,,na,Magic World,status.operating
Magic Pomme,Steel,Sit Down,,,,0,na,Parc de la Vallée,status.operating
Magic Ring,na,na,,,,0,Beijing Shibaolai,Chuanlord Holiday Manor,status.operating
Magnum Force,Steel,Sit Down,86,33,990,3,Schwarzkopf,Flamingo Land Theme Park and Zoo,status.closed.definitely
Magnum XL 200,Steel,Sit Down,116,63,1556,0,Arrow,Cedar Point,status.operating
Magnus Colossus,Wooden,Sit Down,92,38,1150,0,RCCA,Terra Mítica,status.closed.temporarily
Mako,Steel,Sit Down,115,61,1450,0,B&M,SeaWorld Orlando,status.operating
Mako,Steel,Sit Down,,47,,0,B&M,SeaWorld San Diego,status.announced
Mamba,Steel,Sit Down,120,63,1700,0,Morgan,Worlds of Fun,status.operating
Mammut,Steel,Sit Down,50,14,1030,0,Vekoma,Gardaland,status.operating
Mammut,Wooden,Sit Down,90,30,860,0,Holzbau Cordes,Tripsdrill,status.operating
Man-O-War,Steel,Sit Down,,30,,3,S&S,Mysterious Island,status.operating
Manta,Steel,Flying,97,43,1024,4,B&M,SeaWorld Orlando,status.operating
Manta,Steel,Sit Down,70,9,850,0,Mack,SeaWorld San Diego,status.operating
Mantis,Steel,Stand Up,97,44,1188,4,B&M,Cedar Point,status.closed.definitely
Mariehønen,Steel,Sit Down,26,3,60,0,Zierer,Bakken,status.operating
Marienkäfer Hochbahn,Steel,Sit Down,26,3,60,0,Zierer,Churpfalzpark,status.operating
Marienkäferbahn,Steel,Sit Down,36,8,360,0,Zierer,Fort Fun Abenteuerland,status.operating
Marienkäferbahn,Steel,Sit Down,36,8,360,0,Zierer,Freizeipark Kirchhorst,status.closed.definitely
Marienkäferbahn,Steel,Sit Down,,,,0,Zierer,Freizeit-Land Geiselwind,status.operating
Marienkäferbahn,Steel,Sit Down,36,8,360,0,Zierer,Zoo Safari Stukenbrock,status.operating
Mars,Steel,Sit Down,,,,0,SBF,Energylandia,status.operating
Marvel Mania,Steel,Sit Down,,,,0,E&F Miler Industries,Alabama Adventure,status.closed.definitely
Maskerade,Steel,Spinning,40,10,236,0,Gerstlauer,Wiener Prater,status.operating
Master Thai,Steel,Sit Down,,11,430,0,Preston & Barbieri,Mirabilandia,status.operating
Matterhorn Blitz,Steel,Sit Down,56,16,383,0,Mack,Europa Park,status.operating
Matterhorn Bobsleds (Left),Steel,Sit Down,43,24,621,0,Arrow,Disneyland Park,status.operating
Matterhorn Bobsleds (Right),Steel,Sit Down,43,24,650,0,Arrow,Disneyland Park,status.operating
Maverick,Steel,Sit Down,113,32,1356,2,Intamin,Cedar Point,status.operating
Max & Moritz (Max),Steel,Sit Down,,,,0,Mack,Efteling,status.announced
Max & Moritz (Moritz),Steel,Sit Down,,,,0,Mack,Efteling,status.announced
Max's Doggy Dog Coaster,na,Sit Down,,,,,SBF,Fantasy Island New York,status.operating
Maximum RPM!,Steel,Sit Down,,,,0,Premier Rides,Freestyle Music Park,status.closed.definitely
Maximus,na,Sit Down,,8,207,,Vekoma,Crealy Adventure Park,status.operating
Maximus' Blitz Bahn,Steel,Sit Down,,,,0,Wiegand,Toverland,status.operating
Maxx Force,Steel,Sit Down,120,53,,5,S&S,Six Flags Great America,status.operating
Mayan Adventure,Steel,Inverted,80,33,689,5,Vekoma,Formosan Aboriginal Culture Village,status.operating
Mayan Mindbender,Steel,Sit Down,,9,350,0,Vekoma,Six Flags AstroWorld,status.closed.definitely
Mean Streak,Wooden,Sit Down,100,49,1654,0,Dinn Corp.,Cedar Point,status.retracked
Medusa,Steel,Floorless,105,46,1200,7,B&M,Six Flags Discovery Kingdom,status.operating
Medusa,Wooden,Sit Down,88,32,956,0,CCI,Six Flags Mexico,status.retracked
Medusa Steel Coaster,Hybrid,Sit Down,93,36,910,3,RMC,Six Flags Mexico,status.operating
Mega Blitz,na,Sit Down,,,,,Pinfari,Coney Beach Pleasure Park,status.operating
Mega Coaster,Steel,Sit Down,82,,,2,Togo,Hamanako Pal Pal,status.operating
Mega Looping Bahn,Steel,Sit Down,65,30,,4,Vekoma,Spree-Park,status.closed.definitely
Mega Zeph,Wooden,Sit Down,90,34,1220,0,CCI,Six Flags New Orleans,status.closed.definitely
Mega-Lite,Steel,Sit Down,85,31,755,0,Intamin,Happy Valley Shanghai,status.operating
Megablitz,Steel,Sit Down,70,19,550,0,Vekoma,Wiener Prater,status.operating
Megafobia,Wooden,Sit Down,77,26,901,0,CCI,Oakwood,status.operating
Mercury's Mini Coaster,na,Sit Down,,,,,na,Twinlakes Park,status.operating
Merlin's Mayhem,na,Inverted,,,,,S&S,Dutch Wonderland,status.operating
Merlin's Revenge,na,na,,,207,0,Vekoma,Castle Park,status.operating
Miami,Steel,Sit Down,,,,0,na,Antibesland,status.closed.definitely
Miami,Steel,Sit Down,,,,0,Pinfari,Foire,status.operating
Miami Bike,Steel,Sit Down,,2,,0,na,Foire,status.operating
Mick Doohan's Motocoaster,na,Motorbike,72,7,605,0,Intamin,Dreamworld,status.operating
Migfer,Steel,Sit Down,,,,1,SBF,Wonderland Eurasia,status.construction
Mighty Canadian Minebuster,Wooden,Sit Down,90,27,1167,0,Philadelphia Toboggan Coaster,Canada's Wonderland,status.operating
Mighty Mini Mega,Steel,Sit Down,40,902,233,0,Pinfari,Adventure Island,status.operating
Mighty Mouse,Steel,Sit Down,,,,0,na,Funtown Pier,status.closed.definitely
Mighty Mouse,Steel,Sit Down,,,,0,Miler Coaster,Playland's Castaway Cove,status.closed.definitely
Mild Thing,Steel,Sit Down,,,,0,Allan Herschell Company,Valleyfair,status.closed.definitely
Milky Way (Blue),Steel,Stand Up,,38,800,0,Togo,Greenland,status.operating
Milky Way (Pink),Steel,Stand Up,,38,800,0,Togo,Greenland,status.operating
Millennium Force,Steel,Sit Down,150,94,2010,0,Intamin,Cedar Point,status.operating
Millennium Roller Coaster,Steel,Sit Down,96,46,,3,Vekoma,Fantasy Island Ingoldmells,status.operating
Mina,Steel,Sit Down,,3,85,0,Zamperla,Parque de Atracciones de Zaragoza,status.operating
Mind Bender,Steel,Sit Down,81,25,992,2,Schwarzkopf,Six Flags Over Georgia,status.operating
Mind Eraser,Steel,Inverted,80,34,689,5,Vekoma,Darien Lake,status.operating
Mind Eraser,Steel,Inverted,80,34,689,5,Vekoma,Elitch Gardens,status.operating
Mind Eraser,Steel,Inverted,80,33,689,5,Vekoma,Six Flags America,status.operating
MindBender,Steel,Sit Down,97,44,1280,3,Schwarzkopf,Galaxyland Amusement Park,status.operating
Mine Adventure,na,Sit Down,,,,,Vekoma,Vinpearl Land Nha Trang,status.operating
Mine Blower,Wooden,Sit Down,78,25,698,1,Gravity Group,Fun Spot Kissimmee,status.operating
Mine Car,na,Sit Down,,,,,Golden Horse,Sun Tzu Cultural Park,status.operating
Mine Coaster,Steel,Sit Down,,,,0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,status.closed.definitely
Mine Coaster,Steel,Sit Down,48,14,785,0,Vekoma,Happy Valley Shenzhen,status.operating
Mine Coaster,na,Sit Down,,,,,Beijing Jiuhua,Quancheng Euro Park,status.operating
Mine Coaster,Steel,Sit Down,,10,366,0,Beijing Shibaolai,Sun Park,status.operating
Mine Express,Steel,Sit Down,46,13,335,0,Vekoma,Lihpao Land,status.operating
Mine Expressen,Steel,Sit Down,46,13,335,0,Vekoma,Farup Sommerland,status.operating
Mine Roller Coaster,na,Sit Down,,,,0,Golden Horse,Great Xingdong Tourist World,status.construction
Mine Train,Steel,Sit Down,13,46,305,0,Vekoma,Attractiepark Slagharen,status.operating
Mine Train,Steel,Sit Down,,15,750,0,Golden Horse,Colourful Yunnan Happy World,status.operating
Mine Train,na,Sit Down,,,,,Beijing Shibaolai,Hot Go Park,status.operating
Mine Train,Steel,Sit Down,,,,0,Zamperla,Leolandia,status.operating
Mine Train,Steel,Sit Down,,,,0,Zamperla,PowerPark,status.operating
Mine Train,na,Sit Down,,,,,E&F Miler Industries,Sonoma TrainTown Railroad,status.operating
Mine Train,Steel,na,,,,0,Beijing Shibaolai,Water Park,status.operating
Mine Train Coaster,na,Sit Down,,,335,,Vekoma,Dragon Park Ha Long,status.operating
Mine Train Coaster,na,Sit Down,,,,,Golden Horse,Happy Valley Chongqing,status.operating
Mine Train Coaster,Steel,Sit Down,65,19,,0,Intamin,Happy Valley Shanghai,status.operating
Mine Train Ulven,Steel,Sit Down,65,19,,0,Intamin,Bakken,status.operating
Miner Mike,Steel,Sit Down,,,,0,Wisdom Rides ,Adventuredome,status.operating
Miner Mike,Steel,Sit Down,,,,0,Wisdom Rides ,Cherokee Fun Park,status.operating
Mini 8,na,Sit Down,,,,,SBF,Hannibal Park,status.operating
Mini Apple,na,Sit Down,,,,,Pinfari,Alton Towers,status.closed.definitely
Mini Coaster,Steel,Sit Down,,,,0,Okamoto,Expoland,status.closed.definitely
Mini Coaster,Steel,Sit Down,,,,0,na,Hamanako Pal Pal,status.operating
Mini Coaster,na,Sit Down,30,9,175,,Zamperla,Happy Valley Tianjin,status.operating
Mini Express,Steel,Sit Down,,,,0,Zamperla,Calaway Park,status.operating
Mini Grand Huit,Steel,Sit Down,,,,0,Soquet,Parc de la Toison d'Or,status.closed.definitely
Mini Lynet,Steel,Sit Down,,,,0,CAM Baby Kart,Farup Sommerland,status.closed.definitely
Mini Mine Rush,na,Sit Down,,,,,Zamperla,American Adventure Theme Park,status.closed.definitely
Mini Mine Train,Steel,Sit Down,,,,0,Vekoma,Pleasure Island,status.operating
Mini Mine Train,Steel,Sit Down,,6,277,0,Arrow,Six Flags Over Texas,status.operating
Mini Mine Train,Steel,Sit Down,,,85,0,Vekoma,Window on China Theme Park,status.operating
Mini Montaña,na,Sit Down,,4,80,,Zamperla,VulQano Park,status.operating
Mini Montanha Happy Mountain,na,Sit Down,,,,,Abc rides,Parque Mutirama,status.operating
Mini Mouse,Steel,Sit Down,,,,0,B. A. Schiff & Associates,Steel Pier,status.operating
Mini Mouse Cartoon,Steel,Sit Down,10,3,90,0,Zamperla,Parc Saint Paul,status.operating
MIni Roller Coaster,na,Sit Down,,,,,na,Suoi Tien Park,status.operating
Mini-Jet Family Coaster,na,na,,,,0,na,Haichang Ocean Park,status.operating
Miniera d'Oro,Steel,Sit Down,,,,0,Pinfari,Fiabilandia,status.operating
Mining Racer Coaster,na,Sit Down,,,,,SBF,Gumbuya World,status.operating
Miniwah,Steel,Sit Down,,,264,0,Mack,Freizeitpark Plohn,status.operating
Mirage Rosso,Steel,Inverted,47,17,360,0,Fabbri,Zoosafari Fasanolandia,status.operating
Miralooping,Steel,Sit Down,65,30,,4,Vekoma,Mirapolis,status.closed.definitely
Misket Coaster,na,Sit Down,,,,,na,Wonderland Eurasia,status.operating
Missile,na,Sit Down,,35,253,,Vekoma,American Adventure Theme Park,status.closed.definitely
Mission Ferrari,Steel,Sit Down,72,,531,0,Dynamic Attractions,Ferrari World,status.construction
Mission Kepler,Steel,Spinning,,12,,0,Intamin,Futuroscope,status.construction
MM Roller Coaster,Steel,Sit Down,,,,0,na,MGM Dizzee World,status.operating
Molines Sensation,Steel,Alpine,,,605,0,Wiegand,Molines-en-Queyras,status.operating
Moncayo,Steel,Sit Down,,,,0,Schwarzkopf,Parque de Atracciones de Zaragoza,status.operating
Monkey Coaster,Steel,Sit Down,,9,400,0,Senyo Kogyo,Japan Monkey Park,status.operating
Monster,Steel,Sit Down,105,41,762,5,Gerstlauer,Adventureland,status.operating
Monstre (Blue),Wooden,Sit Down,96,39,1218,0,William J. Cobb,La Ronde,status.operating
Monstre (Red),Wooden,Sit Down,,,,0,William J. Cobb,La Ronde,status.operating
Montaña Dragón,na,Sit Down,,,,,Zamperla,Fantasilandia,status.operating
Montaña Happy,na,Sit Down,,,,,na,Mampato,status.operating
Montaña Rusa,na,Sit Down,,,,,na,Chicolandia,status.operating
Montaña Rusa,na,Sit Down,,,,4,Vekoma,Diverland,status.operating
Montaña Rusa,Wooden,Sit Down,85,34,1219,0,National Amusement Devices,La Feria Chapultepec Magico,status.operating
Montaña Rusa,Steel,Sit Down,,,,0,Beijing Shibaolai,Parque Bicentenario,status.operating
Montaña Rusa,na,Sit Down,68,17,787,,Schwarzkopf,Parque del Café,status.operating
Montaña Rusa,na,Sit Down,,21,380,2,Arrow,Salitre Magico,status.operating
Montaña Rusa,Steel,Sit Down,,9,,0,na,Tibidabo,status.closed.definitely
Montaña Rusa,Steel,Sit Down,,,,0,na,Tivoli World,status.operating
Montaña Rusa,na,Sit Down,,11,366,1,Pinfari,VulQano Park,status.operating
Montaña Rusa Infantil,na,Sit Down,,,,,na,Diverland,status.operating
Montaña Rusa Infantil,Steel,Sit Down,,,,0,na,Tivoli World,status.operating
Montaña Suiza,Steel,Sit Down,50,,400,0,na,Parque de Atracciones Monte Igueldo,status.operating
Montañita Rusa,na,Sit Down,,,,,Interpark,Mundo Aventura,status.operating
Montañita Rusa Minera,na,Sit Down,,,,,Molina & Son's,Chicolandia,status.operating
Montagne du Dragon,Steel,Sit Down,,,,0,Cavazza Diego,Bal Parc,status.operating
Montagne Russe,na,Sit Down,,,,,Interpark,Crazy Park,status.operating
Montagne Russe,Steel,Sit Down,,,,0,na,Zoosafari Fasanolandia,status.operating
Montanha da Leba,na,Sit Down,,,,3,na,Ulengo Center Glakeni,status.operating
Montanha do Moco,na,Sit Down,,,,,na,Ulengo Center Glakeni,status.operating
Montanha Russa,Steel,Sit Down,,,,0,Vekoma,Fantasy Place,status.closed.definitely
Montanha Russa,Steel,Sit Down,,11,220,0,Vekoma,Funcenter,status.closed.definitely
Montanha Russa,na,Sit Down,,,,,Pinfari,Park Trombini,status.operating
Montanha Russa,na,Sit Down,,,,,Pinfari,Walter World,status.operating
Montanha Russa de Agua,Steel,Water Coaster,69,23,740,0,Mack,Aquashow,status.operating
Monte Aurora,Steel,Sit Down,,,,0,Zamperla,Terra Encantada,status.closed.definitely
Monte Carlo Racetrack,na,Sit Down,,,,,Golden Horse,Happy Valley Wuhan,status.operating
Monte Makaya,Steel,Sit Down,80,37,800,8,Intamin,Terra Encantada,status.closed.definitely
Montezooma's Revenge,Steel,Sit Down,89,45,244,1,Schwarzkopf,Knott's Berry Farm,status.operating
Montezum,Wooden,Sit Down,103,42,1030,0,Philadelphia Toboggan Coaster,Hopi Hari,status.operating
Montu,Steel,Inverted,96,46,1214,7,B&M,Busch Gardens Tampa,status.operating
Moonsault Scramble,Steel,Sit Down,,75,,4,Meisho Amusement Machines,Fuji-Q Highland,status.closed.definitely
Morgawr,na,Sit Down,,,,,na,Camel Creek Adventure Park,status.operating
Moselbob,na,Alpine,,,1075,0,Wiegand,Freizeitsee Triolago,status.operating
Moto Bala,Steel,Motorbike,65,13,364,0,Zamperla,Mundo Petapa,status.operating
Moto Coaster,Steel,Motorbike,61,13,365,0,Zamperla,Darien Lake,status.operating
Moto Coaster,Steel,Motorbike,,,,0,Zamperla,Jin Jiang Action Park,status.operating
MotoGee,Steel,Motorbike,68,,,0,Zamperla,Särkänniemi Amusement Park,status.operating
Motor Coaster,na,Motorbike,,,,,Golden Horse,Great Xingdong Tourist World,status.operating
Motor Coaster,na,Motorbike,,,,,Beijing Jiuhua,Quancheng Euro Park,status.operating
Motor Rider,na,Motorbike,,,,,Golden Horse,Lewa Adventure,status.operating
Motorbike Coaster,Steel,Motorbike,80,,590,0,Vekoma,Chimelong Paradise,status.operating
Motorbike Roller Coaster,na,Motorbike,72,14,597,,Vekoma,Happy World (Nanjing),status.operating
Mount Mara,Steel,Sit Down,50,26,720,0,Vekoma,Bobbejaanland,status.operating
Mount Rocky Coaster,Steel,Sit Down,74,35,868,0,na,Tobu Zoo Park,status.closed.definitely
Mountain Coaster,na,Sit Down,,,,,Meisho Amusement Machines,Rusutsu Resort,status.operating
Mountain Luge,na,Alpine,,,670,0,Wiegand,Parc de loisirs du Hautacam,status.operating
Mountain Twister,na,Alpine,,,770,0,Wiegand,Les Saisies,status.operating
Mouse Coaster,Steel,Sit Down,50,18,450,0,na,Foire,status.operating
Mouse Coaster,na,Sit Down,,,,0,na,Luna Park La Palmyre,status.operating
Mouse trap,Steel,Spinning,47,13,420,0,Reverchon,Pleasurewood Hills,status.closed.definitely
MP-Xpress,Steel,Inverted,80,33,689,5,Vekoma,Movie Park Germany,status.operating
Mr Freeze Reverse Blast,Steel,Sit Down,113,66,396,1,Premier Rides,Six Flags Over Texas,status.operating
Mr. Freeze Reverse Blast,Steel,Sit Down,113,66,396,1,Premier Rides,Six Flags St Louis,status.operating
Multi inversion Coaster,na,Sit Down,80,37,800,8,Intamin,Mirabilandia Paulista,status.announced
Mumbai Express,Steel,Spinning,,,,0,SBF,Global Village,status.operating
Mumbo Jumbo,Steel,Sit Down,,30,,2,S&S,Flamingo Land Theme Park and Zoo,status.operating
Munich Autobahn,Steel,Bobsleigh,,,,0,Mack,Kobe Portopialand,status.closed.definitely
Muntanya Russa,Steel,Sit Down,80,25,740,0,Vekoma,Tibidabo,status.operating
Muskrat Scrambler,Steel,Sit Down,40,12,263,0,L&T Systems,Six Flags New Orleans,status.closed.definitely
Mystery Mine,Steel,Sit Down,74,35,552,2,Gerstlauer,Dollywood,status.operating
Mystic,Steel,Sit Down,85,31,575,3,Gerstlauer,Walibi Rhône Alpes,status.operating
Mystic Timbers,Wooden,Sit Down,85,33,995,0,GCI,Kings Island,status.operating
N/A,na,Sit Down,0,0,0,0,na,20th Century Fox World,status.announced
N/A,na,Sit Down,0,0,0,0,Golden Horse,Happy Valley Nanjing,status.announced
N/A,Steel,Sit Down,0,0,0,0,na,Shaoxing Jinghu Theme Park,status.announced
Naga Bay,Steel,Spinning,55,17,430,0,Maurer,Bobbejaanland,status.operating
Nefeskesen,Steel,Sit Down,110,50,,2,Intamin,Isfanbul,status.operating
Nemesis,Steel,Inverted,81,13,716,4,B&M,Alton Towers,status.operating
Nemesis Inferno,Steel,Inverted,77,29,750,4,B&M,Thorpe Park,status.operating
Neo's Twister,na,Spinning,,10,420,0,Fabbri,PowerPark,status.operating
Nessi,na,Sit Down,,,,,Cavazza Diego,Coney Beach Pleasure Park,status.operating
Nessi,na,Sit Down,,,,,Cavazza Diego,Family Fun Fair,status.operating
Nessi,Steel,Sit Down,,,,0,na,Ffrith Beach Fun Parc ,status.closed.definitely
Nessi,Steel,Sit Down,,,,0,na,Ocean Beach Amusement Park,status.unknown
Nessie,Steel,Sit Down,,,,0,na,Luneur,status.operating
Nessie Superrollercoaster,Steel,Sit Down,79,26,741,1,Schwarzkopf,Hansa Park,status.operating
New Beast,Steel,Sit Down,71,,872,0,Schwarzkopf,Alton Towers,status.closed.definitely
New Mexico Rattler,Wooden,Sit Down,76,24,838,0,CCI,Cliff's Amusement Park,status.operating
New Revolution,Steel,Sit Down,89,34,1054,1,Schwarzkopf,Six Flags Magic Mountain,status.operating
New Texas Giant,Hybrid,Sit Down,105,47,1280,0,RMC,Six Flags Over Texas,status.operating
New Wild Mouse,Steel,Sit Down,,,,0,Hopkins,Misaki Park,status.operating
Nickelodeon Streak,Wooden,Sit Down,60,19,700,0,Charles Paige,Blackpool Pleasure Beach,status.operating
Night Rescue,na,Sit Down,,,,,Golden Horse,Oriental Heritage Jinan,status.operating
Night Rescue,na,Sit Down,,,,,Golden Horse,Oriental Heritage Ningbo,status.operating
Nighthawk ,Steel,Flying,82,35,843,5,Vekoma,Carowinds,status.operating
Nightmare at Crack Axle Canyon,Wooden,Sit Down,50,14,538,0,Schwarzkopf,Great Escape,status.closed.definitely
Nightmare Mine,Steel,Sit Down,,,,0,S.D.C.,Frontier City,status.closed.definitely
Ninja,Steel,Suspended,88,18,825,0,Arrow,Six Flags Magic Mountain,status.operating
Ninja,Steel,Sit Down,88,33,741,4,Vekoma,Six Flags St Louis,status.operating
Nio,Steel,Inverted,80,33,689,5,Vekoma,Greenland,status.operating
Nitro,na,Floorless,105,40,854,5,B&M,Adlabs Imagica,status.operating
Nitro,Steel,Sit Down,50,10,460,0,Preston & Barbieri,Dennlys Parc,status.operating
Nitro,Steel,Sit Down,128,70,1644,0,B&M,Six Flags Great Adventure,status.operating
Noisette Express,Steel,Sit Down,,,220,0,ART Engineering,Nigloland,status.announced
Non Renseigné,na,Sit Down,0,0,0,0,SBF,Parc de la Récréation,status.announced
Non Renseigné,na,Sit Down,0,0,600,0,na,Parc de la Récréation,status.announced
Nyckelpigan,Steel,Sit Down,26,3,60,0,Zierer,Gröna Lund,status.operating
Oachkatzl,Steel,Sit Down,46,11,290,0,Gerstlauer,Märchenwald im Isartal,status.operating
Oasis Express,Steel,Sit Down,,,,0,Schwarzkopf,Entertainment City,status.operating
Oblivion,Steel,Sit Down,110,20,372,0,B&M,Alton Towers,status.operating
Oblivion - The Black Hole,Steel,Floorless,100,43,566,2,B&M,Gardaland,status.operating
Ocean Coaster,na,Sit Down,,,,,na,Harbour Park,status.operating
OCT Thrust SSC1000,na,Sit Down,137,60,,,S&S,Happy Valley Wuhan,status.operating
Octonauts Rollercoaster Adventure,Steel,Sit Down,,7,143,0,Zamperla,Alton Towers,status.operating
Odin Ekspressen,Steel,Sit Down,60,,300,0,Mack,Tivoli Gardens,status.closed.definitely
Oki Doki,Steel,Sit Down,58,16,436,0,Vekoma,Bobbejaanland,status.operating
Olandese Volante,Steel,Sit Down,48,14,681,0,Vekoma,Rainbow MagicLand,status.operating
Olympia looping,Steel,Sit Down,80,38,1250,5,Schwarzkopf,Foire,status.operating
Opa,Steel,Sit Down,47,13,,0,Zamperla,Mt. Olympus Water & Theme Park,status.closed.definitely
Orange Streak,Steel,Sit Down,48,18,817,0,Zierer,Nickelodeon Universe,status.operating
Orca,Steel,Sit Down,24,4,70,0,Zierer,Loro Parque,status.operating
Orca Ride,Steel,Sit Down,,12,,0,Zierer,Boudewijn Seapark,status.operating
Orient Express,Steel,Sit Down,,,,0,Wisdom Rides ,Blue Diamond Park ,status.closed.definitely
Orient Express,Steel,Sit Down,,,,0,Wisdom Rides ,Santa Cruz Beach Boardwalk,status.closed.definitely
Orient Express,na,Sit Down,81,36,1058,4,Arrow,Worlds of Fun,status.closed.definitely
Orkanen,na,Suspended,75,19,453,0,Vekoma,Farup Sommerland,status.operating
Orkanens Øje,Steel,Sit Down,,11,365,1,Pinfari,Tivoli Friheden,status.operating
Orochi,Steel,Inverted,90,40,1200,6,B&M,Expoland,status.closed.definitely
Orphan Rocker,Steel,Sit Down,45,25,25,0,na,Scenic World,status.operating
Orrian Express,na,Alpine,,,770,0,Wiegand,Les Orres,status.operating
Ortobruco Tour,Steel,Sit Down,35,6,,0,Pinfari,Gardaland,status.operating
Oscar's Wacky Taxi,Wooden,Sit Down,,12,366,,Gravity Group,Sesame Place,status.operating
Outlaw,Wooden,Sit Down,77,20,853,0,CCI,Adventureland,status.operating
Outlaw Run,Wooden,Sit Down,110,50,,2,RMC,Silver Dollar City,status.operating
Ozark Wildcat,Wooden,Sit Down,72,24,793,0,GCI,Celebration City,status.closed.definitely
OzIris,Steel,Inverted,91,40,1000,5,B&M,Parc Asterix,status.operating
Pacific Fruit Express,na,Sit Down,,,,,E&F Miler Industries,Happy Hollow Park and Zoo,status.operating
Padrinos Voladores,Steel,Suspended,13,6,110,0,Zamperla,Parque de Atracciones de Madrid,status.operating
Pandafull Coaster,na,na,,,,0,Senyo Kogyo,Adventure World,status.operating
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags Discovery Kingdom,status.relocated
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags Fiesta Texas,status.operating
Pandemonium,Steel,Spinning,50,17,410,0,Gerstlauer,Six Flags New England,status.operating
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags Over Texas,status.operating
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags St Louis,status.operating
Panic Coaster - Back Daaan,Steel,Sit Down,,,,0,Gerstlauer,Tokyo Dome City,status.operating
Panic Drive,Steel,Sit Down,31,10,236,0,Sansei Yusoki,Nasu Highland Park,status.operating
Pantheon,Steel,Sit Down,117,54,,2,Intamin,Busch Gardens Williamsburg,status.announced
Paradise Fall,na,Sit Down,,,,,Intamin,Sun World Danang Wonders,status.operating
Parrot Coaster,Steel,Wing,108,50,1280,3,B&M,Chimelong Ocean Kingdom,status.operating
Patriot,Steel,Floorless,72,28,585,2,B&M,California's Great America ,status.operating
Patriot,Steel,Inverted,96,46,939,4,B&M,Worlds of Fun,status.operating
Paw Patrol,Steel,Sit Down,,4,80,0,Zamperla,Parque de Atracciones de Madrid,status.operating
Peekaboo Town,Steel,Sit Down,,,,0,Senyo Kogyo,Hirakata Park,status.operating
Pegase Express,Steel,Sit Down,52,21,928,0,Gerstlauer,Parc Asterix,status.operating
Pegasus,Wooden,Sit Down,55,15,492,0,Dinn Corp.,Efteling,status.closed.definitely
Pegasus,Steel,Sit Down,65,15,400,0,Mack,Europa Park,status.operating
Pegasus,Steel,Sit Down,,18,,0,CCI,Mt. Olympus Water & Theme Park,status.operating
Pendelbahn,Steel,Sit Down,,6,,0,Heege Freizeittechnik,Potts Park,status.closed.definitely
Pendelbahn,Steel,Sit Down,,6,,0,Heege Freizeittechnik,Potts Park,status.closed.definitely
Pendelbahn Flic-Flac,Steel,Sit Down,,6,,0,Heege Freizeittechnik,Familypark,status.closed.definitely
